rule,premise,conclusion,support,confidence,lift,avg_distance_norm,avg_cardinality,score,premise_count,conclusion_count,co_occurrences
christian_evangelical → railway_halt,christian_evangelical,railway_halt,0.03,0.003,0.33,0.99,0.03,0.0,67,726,2
christian_evangelical → post_office,christian_evangelical,post_office,0.03,0.003,0.18,0.988,0.03,0.0,67,1345,2
christian_evangelical → monument,christian_evangelical,monument,0.03,0.003,1.02,0.995,0.03,0.0,67,233,2
wayside_shrine → market_place,wayside_shrine,market_place,0.001,0.0,0.06,1.0,0.0,0.0,1014,140,1
wayside_shrine → town_hall,wayside_shrine,town_hall,0.003,0.0,0.04,1.0,0.0,0.0,1014,574,3
wayside_shrine → stationery,wayside_shrine,stationery,0.001,0.0,0.03,1.0,0.0,0.0,1014,249,1
wayside_shrine → theatre,wayside_shrine,theatre,0.007,0.001,0.16,0.997,0.01,0.0,1014,346,7
bus_stop → memorial,bus_stop,memorial,0.017,0.002,0.12,0.993,0.02,0.0,36434,1102,744
bus_stop → caravan_site,bus_stop,caravan_site,0.002,0.0,0.09,0.999,0.0,0.0,36434,190,79
wayside_shrine → tower,wayside_shrine,tower,0.011,0.001,0.15,0.994,0.01,0.0,1014,558,12
wayside_shrine → garden_centre,wayside_shrine,garden_centre,0.002,0.0,0.1,0.999,0.0,0.0,1014,153,2
wayside_shrine → community_centre,wayside_shrine,community_centre,0.005,0.0,0.1,0.999,0.0,0.0,1014,410,5
bus_stop → sports_centre,bus_stop,sports_centre,0.016,0.002,0.16,0.994,0.02,0.0,36434,779,615
bus_stop → toy_shop,bus_stop,toy_shop,0.009,0.001,0.33,0.996,0.01,0.0,36434,218,356
bus_stop → picnic_site,bus_stop,picnic_site,0.01,0.001,0.02,0.997,0.01,0.0,36434,4863,421
christian_evangelical → food_court,christian_evangelical,food_court,0.015,0.001,1.49,0.993,0.01,0.0,67,75,1
wayside_shrine → car_dealership,wayside_shrine,car_dealership,0.002,0.0,0.02,1.0,0.0,0.0,1014,1021,2
christian_evangelical → arts_centre,christian_evangelical,arts_centre,0.015,0.001,0.82,0.991,0.01,0.0,67,144,1
christian_evangelical → college,christian_evangelical,college,0.015,0.001,0.82,0.997,0.01,0.0,67,144,1
wayside_shrine → beauty_shop,wayside_shrine,beauty_shop,0.002,0.0,0.01,0.999,0.0,0.0,1014,1258,2
christian_evangelical → outdoor_shop,christian_evangelical,outdoor_shop,0.015,0.001,0.84,0.998,0.01,0.0,67,141,1
wayside_shrine → nursing_home,wayside_shrine,nursing_home,0.001,0.0,0.1,0.999,0.0,0.0,1014,48,1
wayside_shrine → cave_entrance,wayside_shrine,cave_entrance,0.003,0.0,0.04,0.999,0.0,0.0,1014,560,3
wayside_shrine → taxi,wayside_shrine,taxi,0.001,0.0,0.04,1.0,0.0,0.0,1014,202,1
wayside_shrine → bicycle_shop,wayside_shrine,bicycle_shop,0.005,0.0,0.03,0.998,0.0,0.0,1014,1276,5
wayside_shrine → kindergarten,wayside_shrine,kindergarten,0.003,0.0,0.02,0.999,0.0,0.0,1014,1337,3
wayside_shrine → castle,wayside_shrine,castle,0.001,0.0,0.03,1.0,0.0,0.0,1014,302,1
wayside_shrine → newsagent,wayside_shrine,newsagent,0.001,0.0,0.03,1.0,0.0,0.0,1014,239,1
wayside_shrine → railway_station,wayside_shrine,railway_station,0.006,0.001,0.04,0.997,0.01,0.0,1014,1226,6
wayside_shrine → gift_shop,wayside_shrine,gift_shop,0.002,0.0,0.03,1.0,0.0,0.0,1014,496,2
wayside_shrine → nightclub,wayside_shrine,nightclub,0.001,0.0,0.03,1.0,0.0,0.0,1014,271,1
wayside_shrine → sports_centre,wayside_shrine,sports_centre,0.002,0.0,0.02,0.999,0.0,0.0,1014,779,2
wayside_shrine → school,wayside_shrine,school,0.003,0.0,0.02,1.0,0.0,0.0,1014,1257,3
wayside_shrine → camera_surveillance,wayside_shrine,camera_surveillance,0.004,0.0,0.01,0.998,0.0,0.0,1014,4037,5
christian_evangelical → attraction,christian_evangelical,attraction,0.015,0.001,0.1,0.997,0.01,0.0,67,1231,1
optician → car_rental,optician,car_rental,0.026,0.003,0.71,0.991,0.03,0.0,776,287,24
christian_catholic → jeweller,christian_catholic,jeweller,0.018,0.002,0.17,0.997,0.02,0.0,168,842,3
christian_catholic → pub,christian_catholic,pub,0.018,0.002,0.2,0.994,0.02,0.0,168,725,4
christian_catholic → toy_shop,christian_catholic,toy_shop,0.012,0.001,0.43,0.998,0.01,0.0,168,218,2
christian_catholic → biergarten,christian_catholic,biergarten,0.006,0.001,0.6,0.996,0.01,0.0,168,57,1
christian_catholic → market_place,christian_catholic,market_place,0.006,0.001,0.34,0.998,0.01,0.0,168,140,1
christian_catholic → public_building,christian_catholic,public_building,0.006,0.001,0.6,0.996,0.01,0.0,168,27,1
christian_catholic → guesthouse,christian_catholic,guesthouse,0.006,0.001,0.06,0.998,0.01,0.0,168,792,1
christian_catholic → chemist,christian_catholic,chemist,0.006,0.001,0.13,0.997,0.01,0.0,168,359,1
christian_catholic → sports_centre,christian_catholic,sports_centre,0.006,0.001,0.06,0.997,0.01,0.0,168,779,1
christian_catholic → computer_shop,christian_catholic,computer_shop,0.006,0.001,0.22,0.997,0.01,0.0,168,214,1
christian_catholic → stationery,christian_catholic,stationery,0.006,0.001,0.19,0.998,0.01,0.0,168,249,1
christian_catholic → archaeological,christian_catholic,archaeological,0.006,0.001,0.11,0.998,0.01,0.0,168,441,1
christian_catholic → park,christian_catholic,park,0.006,0.001,0.49,0.998,0.01,0.0,168,96,1
christian_catholic → picnic_site,christian_catholic,picnic_site,0.006,0.001,0.01,0.998,0.01,0.0,168,4863,1
christian_catholic → veterinary,christian_catholic,veterinary,0.006,0.001,0.15,0.999,0.01,0.0,168,320,1
christian_catholic → furniture_shop,christian_catholic,furniture_shop,0.018,0.002,0.25,0.996,0.02,0.0,168,562,3
christian_evangelical → christian_protestant,christian_evangelical,christian_protestant,0.03,0.003,2.99,0.985,0.03,0.0,67,37,2
christian_catholic → theatre,christian_catholic,theatre,0.024,0.003,0.55,0.996,0.03,0.0,168,346,5
christian_catholic → water_mill,christian_catholic,water_mill,0.006,0.001,0.6,0.998,0.01,0.0,168,41,1
christian_catholic → cinema,christian_catholic,cinema,0.018,0.002,0.61,0.997,0.02,0.0,168,234,3
christian_catholic → christian_methodist,christian_catholic,christian_methodist,0.006,0.001,0.6,0.999,0.01,0.0,168,19,1
christian_catholic → dentist,christian_catholic,dentist,0.018,0.002,0.22,0.995,0.02,0.0,168,645,3
christian_catholic → community_centre,christian_catholic,community_centre,0.018,0.002,0.35,0.993,0.02,0.0,168,410,3
christian_catholic → laundry,christian_catholic,laundry,0.024,0.002,0.44,0.992,0.02,0.0,168,428,4
christian_catholic → christian_protestant,christian_catholic,christian_protestant,0.018,0.002,1.79,0.995,0.02,0.0,168,37,3
christian_catholic → railway_station,christian_catholic,railway_station,0.018,0.002,0.12,0.994,0.02,0.0,168,1226,3
christian_catholic → peak,christian_catholic,peak,0.012,0.001,0.01,0.993,0.01,0.0,168,8981,2
christian_catholic → sports_shop,christian_catholic,sports_shop,0.012,0.001,0.11,0.996,0.01,0.0,168,868,2
christian_catholic → tower,christian_catholic,tower,0.018,0.002,0.25,0.988,0.02,0.0,168,558,3
christian_catholic → doityourself,christian_catholic,doityourself,0.018,0.002,0.3,0.992,0.02,0.0,168,469,3
optician → park,optician,park,0.001,0.0,0.11,0.999,0.0,0.0,776,96,1
optician → swimming_pool,optician,swimming_pool,0.008,0.001,0.43,0.997,0.01,0.0,776,143,6
optician → archaeological,optician,archaeological,0.015,0.002,0.28,0.996,0.02,0.0,776,441,15
optician → castle,optician,castle,0.005,0.001,0.14,0.998,0.01,0.0,776,302,4
christian_evangelical → theatre,christian_evangelical,theatre,0.015,0.003,0.34,0.989,0.03,0.0,67,346,2
christian_evangelical → motel,christian_evangelical,motel,0.03,0.003,2.99,0.995,0.03,0.0,67,27,2
christian_evangelical → car_rental,christian_evangelical,car_rental,0.015,0.001,0.41,0.996,0.01,0.0,67,287,1
optician → mall,optician,mall,0.021,0.002,2.06,0.991,0.02,0.0,776,43,16
optician → biergarten,optician,biergarten,0.006,0.001,0.64,0.998,0.01,0.0,776,57,6
optician → nursing_home,optician,nursing_home,0.003,0.0,0.26,0.999,0.0,0.0,776,48,2
optician → greengrocer,optician,greengrocer,0.03,0.003,2.48,0.985,0.03,0.0,776,95,23
optician → christian_methodist,optician,christian_methodist,0.003,0.0,0.26,0.999,0.0,0.0,776,19,2
optician → bus_station,optician,bus_station,0.015,0.002,1.55,0.994,0.02,0.0,776,55,12
optician → muslim,optician,muslim,0.003,0.0,0.26,0.998,0.0,0.0,776,35,2
optician → video_shop,optician,video_shop,0.01,0.001,1.03,0.996,0.01,0.0,776,8,8
optician → christian_evangelical,optician,christian_evangelical,0.014,0.001,1.42,0.996,0.01,0.0,776,67,11
optician → railway_halt,optician,railway_halt,0.027,0.003,0.3,0.99,0.03,0.0,776,726,24
optician → wayside_cross,optician,wayside_cross,0.005,0.001,0.02,0.998,0.01,0.0,776,1917,4
optician → university,optician,university,0.008,0.001,0.55,0.997,0.01,0.0,776,111,11
optician → monument,optician,monument,0.012,0.001,0.4,0.996,0.01,0.0,776,233,9
optician → hostel,optician,hostel,0.021,0.002,0.88,0.993,0.02,0.0,776,186,16
optician → college,optician,college,0.021,0.003,1.14,0.991,0.03,0.0,776,144,20
optician → tower,optician,tower,0.015,0.002,0.22,0.993,0.02,0.0,776,558,14
optician → garden_centre,optician,garden_centre,0.012,0.001,0.6,0.996,0.01,0.0,776,153,9
optician → ruins,optician,ruins,0.004,0.0,0.13,0.999,0.0,0.0,776,239,3
optician → picnic_site,optician,picnic_site,0.004,0.001,0.01,0.997,0.01,0.0,776,4863,7
optician → peak,optician,peak,0.001,0.0,0.0,1.0,0.0,0.0,776,8981,1
optician → water_mill,optician,water_mill,0.001,0.0,0.13,0.999,0.0,0.0,776,41,1
optician → theme_park,optician,theme_park,0.001,0.0,0.13,0.999,0.0,0.0,776,21,1
optician → christian_protestant,optician,christian_protestant,0.006,0.001,0.64,0.998,0.01,0.0,776,37,5
optician → motel,optician,motel,0.001,0.0,0.13,1.0,0.0,0.0,776,27,1
pitch → railway_halt,pitch,railway_halt,0.009,0.001,0.1,0.997,0.01,0.0,7084,726,62
tourist_info → bicycle_shop,tourist_info,bicycle_shop,0.015,0.002,0.09,0.994,0.02,0.0,52949,1276,868
pitch → picnic_site,pitch,picnic_site,0.025,0.003,0.04,0.987,0.03,0.0,7084,4863,223
clinic → town_hall,clinic,town_hall,0.02,0.002,0.28,0.993,0.02,0.0,246,574,5
library → clinic,library,clinic,0.023,0.003,0.75,0.991,0.03,0.0,1072,246,29
library → computer_shop,library,computer_shop,0.026,0.003,0.97,0.992,0.03,0.0,1072,214,28
library → park,library,park,0.005,0.0,0.39,0.998,0.0,0.0,1072,96,5
library → hostel,library,hostel,0.011,0.001,0.48,0.996,0.01,0.0,1072,186,13
library → doityourself,library,doityourself,0.024,0.003,0.41,0.99,0.03,0.0,1072,469,28
library → outdoor_shop,library,outdoor_shop,0.014,0.002,0.79,0.996,0.02,0.0,1072,141,22
library → department_store,library,department_store,0.024,0.003,1.1,0.994,0.03,0.0,1072,176,29
clinic → biergarten,clinic,biergarten,0.004,0.0,0.41,0.998,0.0,0.0,246,57,1
clinic → wayside_cross,clinic,wayside_cross,0.004,0.0,0.02,0.999,0.0,0.0,246,1917,1
clinic → christian_methodist,clinic,christian_methodist,0.004,0.0,0.41,1.0,0.0,0.0,246,19,1
clinic → nursing_home,clinic,nursing_home,0.004,0.0,0.41,1.0,0.0,0.0,246,48,1
clinic → christian_evangelical,clinic,christian_evangelical,0.008,0.001,0.81,0.999,0.01,0.0,246,67,2
clinic → bus_station,clinic,bus_station,0.016,0.002,1.63,0.995,0.02,0.0,246,55,4
clinic → ferry_terminal,clinic,ferry_terminal,0.016,0.002,0.27,0.996,0.02,0.0,246,471,4
clinic → picnic_site,clinic,picnic_site,0.016,0.002,0.03,0.998,0.02,0.0,246,4863,6
clinic → caravan_site,clinic,caravan_site,0.004,0.0,0.17,1.0,0.0,0.0,246,190,1
clinic → greengrocer,clinic,greengrocer,0.024,0.002,2.04,0.989,0.02,0.0,246,95,6
clinic → department_store,clinic,department_store,0.016,0.002,0.74,0.997,0.02,0.0,246,176,5
clinic → outdoor_shop,clinic,outdoor_shop,0.024,0.002,1.38,0.992,0.02,0.0,246,141,6
clinic → hostel,clinic,hostel,0.004,0.0,0.17,0.999,0.0,0.0,246,186,1
clinic → muslim,clinic,muslim,0.004,0.0,0.41,0.999,0.0,0.0,246,35,1
clinic → arts_centre,clinic,arts_centre,0.012,0.001,0.67,0.997,0.01,0.0,246,144,3
clinic → video_shop,clinic,video_shop,0.008,0.001,0.81,0.996,0.01,0.0,246,8,2
library → veterinary,library,veterinary,0.018,0.002,0.44,0.995,0.02,0.0,1072,320,20
library → guesthouse,library,guesthouse,0.02,0.003,0.2,0.992,0.03,0.0,1072,792,29
library → attraction,library,attraction,0.026,0.003,0.17,0.99,0.03,0.0,1072,1231,31
library → arts_centre,library,arts_centre,0.021,0.002,1.13,0.99,0.02,0.0,1072,144,22
library → water_mill,library,water_mill,0.002,0.0,0.19,0.999,0.0,0.0,1072,41,2
library → helipad,library,helipad,0.002,0.0,0.19,1.0,0.0,0.0,1072,57,2
library → wayside_shrine,library,wayside_shrine,0.008,0.003,0.07,0.997,0.03,0.0,1072,1014,33
library → christian_evangelical,library,christian_evangelical,0.004,0.0,0.37,0.999,0.0,0.0,1072,67,5
library → picnic_site,library,picnic_site,0.012,0.001,0.02,0.995,0.01,0.0,1072,4863,16
library → archaeological,library,archaeological,0.01,0.002,0.19,0.995,0.02,0.0,1072,441,17
library → car_dealership,library,car_dealership,0.019,0.002,0.15,0.994,0.02,0.0,1072,1021,21
library → tower,library,tower,0.014,0.002,0.2,0.994,0.02,0.0,1072,558,22
library → public_building,library,public_building,0.001,0.0,0.09,1.0,0.0,0.0,1072,27,1
library → biergarten,library,biergarten,0.003,0.0,0.28,0.999,0.0,0.0,1072,57,3
library → railway_halt,library,railway_halt,0.014,0.002,0.15,0.994,0.02,0.0,1072,726,17
library → market_place,library,market_place,0.029,0.003,1.64,0.987,0.03,0.0,1072,140,32
library → wayside_cross,library,wayside_cross,0.009,0.001,0.04,0.997,0.01,0.0,1072,1917,13
library → swimming_pool,library,swimming_pool,0.008,0.001,0.47,0.998,0.01,0.0,1072,143,9
library → muslim,library,muslim,0.003,0.0,0.28,0.999,0.0,0.0,1072,35,3
library → car_rental,library,car_rental,0.01,0.001,0.28,0.997,0.01,0.0,1072,287,13
library → christian_methodist,library,christian_methodist,0.004,0.0,0.37,0.999,0.0,0.0,1072,19,4
library → bus_station,library,bus_station,0.007,0.001,0.75,0.997,0.01,0.0,1072,55,9
library → christian,library,christian,0.021,0.002,0.4,0.993,0.02,0.0,1072,413,22
library → food_court,library,food_court,0.01,0.001,1.03,0.997,0.01,0.0,1072,75,13
library → taxi,library,taxi,0.022,0.002,0.88,0.993,0.02,0.0,1072,202,25
library → ferry_terminal,library,ferry_terminal,0.009,0.001,0.16,0.998,0.01,0.0,1072,471,14
clinic → railway_halt,clinic,railway_halt,0.024,0.003,0.27,0.992,0.03,0.0,246,726,7
clinic → park,clinic,park,0.004,0.0,0.34,1.0,0.0,0.0,246,96,1
kindergarten → mobile_phone_shop,kindergarten,mobile_phone_shop,0.013,0.002,0.29,0.996,0.02,0.0,1337,365,24
clinic → tower,clinic,tower,0.012,0.001,0.17,0.993,0.01,0.0,246,558,3
kindergarten → park,kindergarten,park,0.005,0.001,0.43,0.997,0.01,0.0,1337,96,9
kindergarten → cave_entrance,kindergarten,cave_entrance,0.001,0.0,0.01,1.0,0.0,0.0,1337,560,1
kindergarten → christian_protestant,kindergarten,christian_protestant,0.003,0.0,0.3,0.999,0.0,0.0,1337,37,4
kindergarten → doityourself,kindergarten,doityourself,0.011,0.001,0.19,0.996,0.01,0.0,1337,469,17
kindergarten → wayside_shrine,kindergarten,wayside_shrine,0.002,0.0,0.02,1.0,0.0,0.0,1337,1014,3
kindergarten → nursing_home,kindergarten,nursing_home,0.001,0.0,0.15,0.999,0.0,0.0,1337,48,2
kindergarten → castle,kindergarten,castle,0.001,0.0,0.02,1.0,0.0,0.0,1337,302,1
kindergarten → university,kindergarten,university,0.004,0.001,0.32,0.998,0.01,0.0,1337,111,7
kindergarten → computer_shop,kindergarten,computer_shop,0.012,0.001,0.45,0.995,0.01,0.0,1337,214,17
kindergarten → memorial,kindergarten,memorial,0.019,0.002,0.14,0.993,0.02,0.0,1337,1102,32
kindergarten → clinic,kindergarten,clinic,0.012,0.001,0.39,0.996,0.01,0.0,1337,246,16
kindergarten → railway_station,kindergarten,railway_station,0.023,0.002,0.15,0.992,0.02,0.0,1337,1226,32
kindergarten → arts_centre,kindergarten,arts_centre,0.01,0.001,0.58,0.997,0.01,0.0,1337,144,18
kindergarten → theatre,kindergarten,theatre,0.019,0.002,0.45,0.99,0.02,0.0,1337,346,33
kindergarten → tower,kindergarten,tower,0.009,0.001,0.13,0.997,0.01,0.0,1337,558,17
kindergarten → stationery,kindergarten,stationery,0.016,0.002,0.53,0.994,0.02,0.0,1337,249,25
kindergarten → museum,kindergarten,museum,0.023,0.003,0.24,0.993,0.03,0.0,1337,778,36
kindergarten → christian_methodist,kindergarten,christian_methodist,0.001,0.0,0.15,1.0,0.0,0.0,1337,19,2
kindergarten → nightclub,kindergarten,nightclub,0.013,0.002,0.37,0.995,0.02,0.0,1337,271,25
kindergarten → furniture_shop,kindergarten,furniture_shop,0.022,0.003,0.32,0.991,0.03,0.0,1337,562,46
kindergarten → beverages,kindergarten,beverages,0.026,0.003,0.48,0.991,0.03,0.0,1337,430,36
kindergarten → viewpoint,kindergarten,viewpoint,0.016,0.002,0.03,0.994,0.02,0.0,1337,4066,23
kindergarten → gift_shop,kindergarten,gift_shop,0.014,0.001,0.23,0.995,0.01,0.0,1337,496,20
kindergarten → mall,kindergarten,mall,0.002,0.0,0.22,0.999,0.0,0.0,1337,43,3
kindergarten → market_place,kindergarten,market_place,0.007,0.001,0.43,0.998,0.01,0.0,1337,140,10
kindergarten → greengrocer,kindergarten,greengrocer,0.004,0.0,0.31,0.999,0.0,0.0,1337,95,6
kindergarten → track,kindergarten,track,0.001,0.0,0.15,1.0,0.0,0.0,1337,27,2
clinic → attraction,clinic,attraction,0.004,0.0,0.03,1.0,0.0,0.0,246,1231,1
clinic → food_court,clinic,food_court,0.024,0.002,2.44,0.989,0.02,0.0,246,75,6
clinic → garden_centre,clinic,garden_centre,0.008,0.001,0.42,0.997,0.01,0.0,246,153,2
clinic → mall,clinic,mall,0.016,0.002,1.63,0.994,0.02,0.0,246,43,4
clinic → car_rental,clinic,car_rental,0.02,0.002,0.56,0.992,0.02,0.0,246,287,5
clinic → helipad,clinic,helipad,0.008,0.001,0.81,0.996,0.01,0.0,246,57,2
kindergarten → christian_catholic,kindergarten,christian_catholic,0.001,0.0,0.04,1.0,0.0,0.0,1337,168,1
kindergarten → christian_evangelical,kindergarten,christian_evangelical,0.003,0.0,0.3,0.999,0.0,0.0,1337,67,4
kindergarten → food_court,kindergarten,food_court,0.004,0.0,0.45,0.999,0.0,0.0,1337,75,6
kindergarten → peak,kindergarten,peak,0.001,0.0,0.0,1.0,0.0,0.0,1337,8981,1
kindergarten → water_mill,kindergarten,water_mill,0.001,0.0,0.07,1.0,0.0,0.0,1337,41,1
kindergarten → taxi,kindergarten,taxi,0.014,0.001,0.56,0.995,0.01,0.0,1337,202,20
kindergarten → ruins,kindergarten,ruins,0.001,0.0,0.02,1.0,0.0,0.0,1337,239,1
kindergarten → ferry_terminal,kindergarten,ferry_terminal,0.002,0.0,0.04,1.0,0.0,0.0,1337,471,5
kindergarten → monument,kindergarten,monument,0.001,0.0,0.05,0.999,0.0,0.0,1337,233,2
kindergarten → hospital,kindergarten,hospital,0.001,0.0,0.07,1.0,0.0,0.0,1337,24,1
kindergarten → garden_centre,kindergarten,garden_centre,0.004,0.0,0.19,0.999,0.0,0.0,1337,153,5
kindergarten → department_store,kindergarten,department_store,0.002,0.0,0.1,0.999,0.0,0.0,1337,176,3
kindergarten → muslim,kindergarten,muslim,0.001,0.0,0.07,1.0,0.0,0.0,1337,35,1
kindergarten → bus_station,kindergarten,bus_station,0.001,0.0,0.15,1.0,0.0,0.0,1337,55,2
kindergarten → theme_park,kindergarten,theme_park,0.001,0.0,0.07,1.0,0.0,0.0,1337,21,1
kindergarten → hostel,kindergarten,hostel,0.004,0.0,0.19,0.999,0.0,0.0,1337,186,6
library → monument,library,monument,0.007,0.001,0.22,0.997,0.01,0.0,1072,233,10
library → greengrocer,library,greengrocer,0.006,0.001,0.47,0.997,0.01,0.0,1072,95,6
library → christian_protestant,library,christian_protestant,0.003,0.0,0.28,0.999,0.0,0.0,1072,37,3
library → christian_catholic,library,christian_catholic,0.007,0.001,0.35,0.996,0.01,0.0,1072,168,9
supermarket → ferry_terminal,supermarket,ferry_terminal,0.005,0.001,0.09,0.999,0.01,0.0,3462,471,18
supermarket → wayside_cross,supermarket,wayside_cross,0.009,0.001,0.04,0.996,0.01,0.0,3462,1917,32
supermarket → cave_entrance,supermarket,cave_entrance,0.001,0.0,0.02,0.999,0.0,0.0,3462,560,5
supermarket → bus_station,supermarket,bus_station,0.009,0.001,0.87,0.996,0.01,0.0,3462,55,30
supermarket → christian,supermarket,christian,0.018,0.002,0.36,0.992,0.02,0.0,3462,413,65
supermarket → market_place,supermarket,market_place,0.026,0.003,1.46,0.989,0.03,0.0,3462,140,100
supermarket → greengrocer,supermarket,greengrocer,0.009,0.001,0.77,0.996,0.01,0.0,3462,95,32
supermarket → viewpoint,supermarket,viewpoint,0.012,0.001,0.02,0.996,0.01,0.0,3462,4066,48
supermarket → veterinary,supermarket,veterinary,0.029,0.003,0.73,0.989,0.03,0.0,3462,320,103
supermarket → attraction,supermarket,attraction,0.018,0.002,0.12,0.994,0.02,0.0,3462,1231,74
supermarket → castle,supermarket,castle,0.003,0.0,0.08,0.999,0.0,0.0,3462,302,10
supermarket → tower,supermarket,tower,0.01,0.001,0.14,0.997,0.01,0.0,3462,558,44
supermarket → water_mill,supermarket,water_mill,0.001,0.0,0.14,1.0,0.0,0.0,3462,41,6
supermarket → car_rental,supermarket,car_rental,0.02,0.003,0.54,0.992,0.03,0.0,3462,287,90
supermarket → guesthouse,supermarket,guesthouse,0.02,0.002,0.2,0.994,0.02,0.0,3462,792,77
supermarket → outdoor_shop,supermarket,outdoor_shop,0.021,0.003,1.19,0.991,0.03,0.0,3462,141,93
supermarket → picnic_site,supermarket,picnic_site,0.006,0.001,0.01,0.998,0.01,0.0,3462,4863,23
museum → cliff,museum,cliff,0.001,0.0,0.06,1.0,0.0,0.0,778,167,1
museum → nursing_home,museum,nursing_home,0.003,0.0,0.26,0.999,0.0,0.0,778,48,2
museum → garden_centre,museum,garden_centre,0.005,0.001,0.27,0.998,0.01,0.0,778,153,4
museum → christian_protestant,museum,christian_protestant,0.006,0.001,0.64,0.997,0.01,0.0,778,37,6
museum → muslim,museum,muslim,0.004,0.0,0.39,0.999,0.0,0.0,778,35,3
museum → christian_evangelical,museum,christian_evangelical,0.006,0.001,0.64,0.998,0.01,0.0,778,67,5
supermarket → muslim,supermarket,muslim,0.003,0.0,0.32,0.999,0.0,0.0,3462,35,14
supermarket → railway_halt,supermarket,railway_halt,0.019,0.002,0.21,0.993,0.02,0.0,3462,726,68
supermarket → christian_protestant,supermarket,christian_protestant,0.004,0.0,0.4,0.999,0.0,0.0,3462,37,14
supermarket → theme_park,supermarket,theme_park,0.0,0.0,0.03,1.0,0.0,0.0,3462,21,1
supermarket → park,supermarket,park,0.001,0.0,0.12,0.999,0.0,0.0,3462,96,6
supermarket → muslim_sunni,supermarket,muslim_sunni,0.001,0.0,0.09,1.0,0.0,0.0,3462,11,3
supermarket → nursing_home,supermarket,nursing_home,0.002,0.0,0.23,0.999,0.0,0.0,3462,48,8
supermarket → university,supermarket,university,0.003,0.0,0.25,0.999,0.0,0.0,3462,111,12
supermarket → wayside_shrine,supermarket,wayside_shrine,0.003,0.0,0.02,0.999,0.0,0.0,3462,1014,12
supermarket → ruins,supermarket,ruins,0.001,0.0,0.03,1.0,0.0,0.0,3462,239,3
supermarket → ice_rink,supermarket,ice_rink,0.001,0.0,0.12,1.0,0.0,0.0,3462,37,6
supermarket → alpine_hut,supermarket,alpine_hut,0.0,0.0,0.01,1.0,0.0,0.0,3462,281,1
supermarket → christian_methodist,supermarket,christian_methodist,0.001,0.0,0.14,1.0,0.0,0.0,3462,19,5
supermarket → christian_catholic,supermarket,christian_catholic,0.003,0.0,0.14,0.999,0.0,0.0,3462,168,11
supermarket → monument,supermarket,monument,0.003,0.0,0.12,0.999,0.0,0.0,3462,233,13
supermarket → christian_evangelical,supermarket,christian_evangelical,0.005,0.001,0.55,0.999,0.01,0.0,3462,67,20
supermarket → zoo,supermarket,zoo,0.0,0.0,0.03,1.0,0.0,0.0,3462,18,1
supermarket → garden_centre,supermarket,garden_centre,0.011,0.001,0.56,0.996,0.01,0.0,3462,153,37
supermarket → college,supermarket,college,0.012,0.001,0.65,0.996,0.01,0.0,3462,144,44
supermarket → arts_centre,supermarket,arts_centre,0.012,0.001,0.67,0.996,0.01,0.0,3462,144,45
supermarket → video_shop,supermarket,video_shop,0.002,0.0,0.17,0.999,0.0,0.0,3462,8,6
supermarket → public_building,supermarket,public_building,0.001,0.0,0.06,1.0,0.0,0.0,3462,27,2
supermarket → swimming_pool,supermarket,swimming_pool,0.004,0.0,0.24,0.998,0.0,0.0,3462,143,15
supermarket → hostel,supermarket,hostel,0.006,0.001,0.25,0.997,0.01,0.0,3462,186,24
supermarket → spring,supermarket,spring,0.0,0.0,0.0,1.0,0.0,0.0,3462,515,1
supermarket → mall,supermarket,mall,0.013,0.002,1.27,0.992,0.02,0.0,3462,43,59
museum → food_court,museum,food_court,0.003,0.0,0.26,0.999,0.0,0.0,778,75,2
museum → caravan_site,museum,caravan_site,0.005,0.001,0.22,0.997,0.01,0.0,778,190,4
museum → motel,museum,motel,0.001,0.0,0.13,1.0,0.0,0.0,778,27,1
library → hospital,library,hospital,0.001,0.0,0.09,1.0,0.0,0.0,1072,24,1
museum → newsagent,museum,newsagent,0.027,0.003,0.9,0.99,0.03,0.0,778,239,24
museum → clinic,museum,clinic,0.024,0.003,0.79,0.995,0.03,0.0,778,246,20
museum → university,museum,university,0.015,0.002,1.11,0.994,0.02,0.0,778,111,17
museum → taxi,museum,taxi,0.026,0.003,1.01,0.991,0.03,0.0,778,202,21
museum → tower,museum,tower,0.026,0.003,0.37,0.987,0.03,0.0,778,558,24
museum → department_store,museum,department_store,0.021,0.002,0.93,0.992,0.02,0.0,778,176,17
museum → ferry_terminal,museum,ferry_terminal,0.015,0.002,0.26,0.997,0.02,0.0,778,471,13
museum → muslim_sunni,museum,muslim_sunni,0.001,0.0,0.13,1.0,0.0,0.0,778,11,1
museum → college,museum,college,0.008,0.002,0.43,0.997,0.02,0.0,778,144,13
museum → doityourself,museum,doityourself,0.028,0.003,0.48,0.993,0.03,0.0,778,469,23
library → peak,library,peak,0.002,0.0,0.0,0.999,0.0,0.0,1072,8981,2
museum → veterinary,museum,veterinary,0.023,0.002,0.58,0.993,0.02,0.0,778,320,18
library → ruins,library,ruins,0.003,0.0,0.09,0.999,0.0,0.0,1072,239,3
library → castle,library,castle,0.003,0.0,0.07,0.999,0.0,0.0,1072,302,3
library → track,library,track,0.001,0.0,0.09,1.0,0.0,0.0,1072,27,1
library → video_shop,library,video_shop,0.003,0.0,0.28,1.0,0.0,0.0,1072,8,3
